RSTB-RXN RSTA-RXN
ALANINE-AMINOTRANSFERASE-RXN TRANS-RXN-125
ALANINE-AMINOTRANSFERASE-RXN PSERTRANSAM-RXN
ALANINE-AMINOTRANSFERASE-RXN THIFIS-RXN
ALANINE-AMINOTRANSFERASE-RXN HISTAMINOTRANS-RXN
ALANINE-AMINOTRANSFERASE-RXN DIAMTRANSAM-RXN
ALANINE-AMINOTRANSFERASE-RXN UDP-NACMUR-ALA-LIG-RXN
DEOXYGLUCONOKIN-RXN KDPGALDOL-RXN
4OH2OXOGLUTARALDOL-RXN RXN0-5239
4OH2OXOGLUTARALDOL-RXN RXN0-4462
4OH2OXOGLUTARALDOL-RXN GLYOXYLATE-REDUCTASE-NADP+-RXN
4OH2OXOGLUTARALDOL-RXN MALSYN-RXN
4OH2OXOGLUTARALDOL-RXN ISOCIT-CLEAV-RXN
4OH2OXOGLUTARALDOL-RXN HYDGLUTSYN-RXN
4OH2OXOGLUTARALDOL-RXN GLYOCARBOLIG-RXN
4OH2OXOGLUTARALDOL-RXN RXN0-1982
1.5.1.20-RXN METHYLENETHFDEHYDROG-NADP-RXN
1.5.1.20-RXN 3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
1.5.1.20-RXN THYMIDYLATESYN-RXN
1.5.1.20-RXN GLYOHMETRANS-RXN
1.5.1.20-RXN HOMOCYSMETB12-RXN
RXN-12876 R247-RXN
RXN-12876 RXN-12862
RXN-12876 1.7.2.3-RXN
RXN-12876 NITRIC-OXIDE-REDUCTASE-RXN
RXN-12876 D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
GDPMANDEHYDRA-RXN 1.1.1.271-RXN
RXN-12870 RXN-12871
3.4.21.102-RXN 3.4.23.43-RXN
3.4.21.102-RXN RXN0-3201
3.4.21.102-RXN 3.5.1.28-RXN
3.4.21.102-RXN RXN0-5194
3.4.21.102-RXN 3.4.11.1-RXN
3.4.21.102-RXN 3.4.21.92-RXN
3.4.21.102-RXN RXN0-6366
3.4.21.102-RXN 3.4.21.87-RXN
3.4.21.102-RXN RXN0-5103
3.4.21.102-RXN RXN0-3261
3.4.21.102-RXN LEUCYLTRANSFERASE-RXN
3.4.21.102-RXN RXN0-5052
3.4.21.102-RXN RXN0-5051
3.4.21.102-RXN RXN0-5204
3.4.21.102-RXN GAMMA-GLUTAMYLTRANSFERASE-RXN
3.4.21.102-RXN 3.4.24.70-RXN
3.4.21.102-RXN 3.4.21.53-RXN
3.4.21.102-RXN PROTEIN-KINASE-RXN
3.4.21.102-RXN 3.4.24.55-RXN
3.4.21.102-RXN ABC-22-RXN
3.4.21.102-RXN 3.4.21.83-RXN
3.4.21.102-RXN 3.4.11.9-RXN
3.4.21.102-RXN 3.4.15.5-RXN
3.4.21.102-RXN RXN0-3221
3.4.21.102-RXN 3.1.3.16-RXN
7KAPSYN-RXN DAPASYN-RXN
SUCCGLUDESUCC-RXN RXN0-268
SUCCGLUDESUCC-RXN TRANS-RXN0-201
SUCCGLUDESUCC-RXN TRANS-RXN0-499
SUCCGLUDESUCC-RXN ISOCIT-CLEAV-RXN
SUCCGLUDESUCC-RXN SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
SUCCGLUDESUCC-RXN TRANS-RXN-106
SUCCGLUDESUCC-RXN TRANS-RXN-106A
SUCCGLUDESUCC-RXN METBALT-RXN
SUCCGLUDESUCC-RXN TRANS-RXN-106B
SUCCGLUDESUCC-RXN TRANS-RXN-127
SUCCGLUDESUCC-RXN SUCCDIAMINOPIMDESUCC-RXN
SUCCGLUDESUCC-RXN SUCCCOASYN-RXN
SUCCGLUDESUCC-RXN RXN-12353
SUCCGLUDESUCC-RXN TRANS-RXN-121
MCPTRG-RXN TRANS-RXN0-459
MCPTRG-RXN CHERTRGM-RXN
3.4.21.92-RXN 3.4.23.43-RXN
3.4.21.92-RXN RXN0-3201
3.4.21.92-RXN 3.5.1.28-RXN
3.4.21.92-RXN RXN0-5194
3.4.21.92-RXN 3.4.11.1-RXN
3.4.21.92-RXN RXN0-6366
3.4.21.92-RXN 3.4.21.87-RXN
3.4.21.92-RXN RXN0-5103
3.4.21.92-RXN RXN0-3261
3.4.21.92-RXN LEUCYLTRANSFERASE-RXN
3.4.21.92-RXN RXN0-5052
3.4.21.92-RXN RXN0-5051
3.4.21.92-RXN RXN0-5204
3.4.21.92-RXN GAMMA-GLUTAMYLTRANSFERASE-RXN
3.4.21.92-RXN 3.4.24.70-RXN
3.4.21.92-RXN 3.4.21.53-RXN
3.4.21.92-RXN PROTEIN-KINASE-RXN
3.4.21.92-RXN 3.4.21.102-RXN
3.4.21.92-RXN 3.4.24.55-RXN
3.4.21.92-RXN ABC-22-RXN
3.4.21.92-RXN 3.4.21.83-RXN
3.4.21.92-RXN 3.4.11.9-RXN
3.4.21.92-RXN 3.4.15.5-RXN
3.4.21.92-RXN RXN0-3221
3.4.21.92-RXN 3.1.3.16-RXN
QUINOLINATE-SYNTHA-RXN QUINOPRIBOTRANS-RXN
RIBOSYLNICOTINAMIDE-KINASE-RXN NMNNUCLEOSID-RXN
RIBOSYLNICOTINAMIDE-KINASE-RXN NMNAMIDOHYDRO-RXN
NUCLEOSIDE-DIP-KIN-RXN RIBONUCLEOSIDE-TRIP-REDUCT-RXN
RXN0-5230 RXN0-6980
RXN0-5230 RXN0-6975
RXN0-5230 RXN0-6981
RXN0-5230 RXN0-6976
RXN0-5230 RXN0-279
RXN0-5230 ALARACECAT-RXN
RXN0-5230 RXN0-6985
RXN0-5230 SELENOCYSTEINE-LYASE-RXN
RXN0-5230 RXN0-6979
RXN0-5230 RXN0-6977
RXN0-5230 RXN0-6978
RXN0-5230 VALINE-PYRUVATE-AMINOTRANSFER-RXN
RXN0-5230 TRANS-RXN-125
RXN0-5230 RXN-12588
RXN0-5230 RXN0-5202
RXN0-5230 RXN-11362
RXN0-5230 THIFIS-RXN
RXN0-5230 7KAPSYN-RXN
RXN0-5230 ALANINE--TRNA-LIGASE-RXN
RXN0-5230 TRANS-RXN0-469
RXN0-5230 RXN-11484
RXN0-5230 UDP-NACMUR-ALA-LIG-RXN
RXN0-5223 RXN0-20
RXN0-5223 PHOSPHAGLYPSYN-RXN
RXN0-5223 PGPPHOSPHA-RXN
RXN0-5223 CARDIOLIPSYN-RXN
RXN0-5223 PGLYCEROLTRANSI-RXN
TRIOSEPISOMERIZATION-RXN 1TRANSKETO-RXN
TRIOSEPISOMERIZATION-RXN TRANSALDOL-RXN
TRIOSEPISOMERIZATION-RXN DXS-RXN
TRIOSEPISOMERIZATION-RXN FUCPALDOL-RXN
TRIOSEPISOMERIZATION-RXN RXN0-2381
TRIOSEPISOMERIZATION-RXN DEHYDDEOXPHOSGALACT-ALDOL-RXN
TRIOSEPISOMERIZATION-RXN RXN0-5257
TRIOSEPISOMERIZATION-RXN RXN0-5258
TRIOSEPISOMERIZATION-RXN QUINOLINATE-SYNTHA-RXN
TRIOSEPISOMERIZATION-RXN TAGAALDOL-RXN
TRIOSEPISOMERIZATION-RXN DEOXYRIBOSE-P-ALD-RXN
TRIOSEPISOMERIZATION-RXN F16ALDOLASE-RXN
TRIOSEPISOMERIZATION-RXN 2TRANSKETO-RXN
TRIOSEPISOMERIZATION-RXN DARABALDOL-RXN
TRIOSEPISOMERIZATION-RXN RXN0-5260
TRIOSEPISOMERIZATION-RXN RXN0-313
TRIOSEPISOMERIZATION-RXN GLYC3PDEHYDROGBIOSYN-RXN
TRIOSEPISOMERIZATION-RXN RHAMNULPALDOL-RXN
TRIOSEPISOMERIZATION-RXN METHGLYSYN-RXN
TRIOSEPISOMERIZATION-RXN GAPOXNPHOSPHN-RXN
RXN0-5227 RXN0-961
RXN0-5227 ALARACECAT-RXN
RXN0-5227 RXN0-5240
RXN0-5227 3.4.13.22-RXN
RXN0-5227 DALADEHYDROG-RXN
RXN0-5227 RXN0-6684
RXN0-5227 3.4.16.4-RXN
RXN0-5227 DALADALALIG-RXN
RXN0-5227 TRANS-RXN-62A
RXN0-5226 RXN0-4621
RXN0-5226 TRANS-RXN0-258
RXN0-5226 N-ACETYLGLUCOSAMINE-KINASE-RXN
RXN0-5226 TRANS-RXN-167
RXN0-5226 TRANS-RXN0-210
RXN0-5226 RXN0-4661
RXN0-5225 TRANS-RXN0-258
RXN0-5225 RXN0-5227
RXN0-5225 RXN0-5226
HYDGLUTSYN-RXN RXN0-268
HYDGLUTSYN-RXN RXN0-5239
HYDGLUTSYN-RXN RXN-8645
HYDGLUTSYN-RXN PROPIONYL-COA-CARBOXY-RXN
HYDGLUTSYN-RXN 2-METHYLCITRATE-SYNTHASE-RXN
HYDGLUTSYN-RXN RXN0-4462
HYDGLUTSYN-RXN 4OH2OXOGLUTARALDOL-RXN
HYDGLUTSYN-RXN GLYOXYLATE-REDUCTASE-NADP+-RXN
HYDGLUTSYN-RXN MALSYN-RXN
HYDGLUTSYN-RXN ISOCIT-CLEAV-RXN
HYDGLUTSYN-RXN PTAALT-RXN
HYDGLUTSYN-RXN GLYOCARBOLIG-RXN
HYDGLUTSYN-RXN RXN0-1982
RXN0-5224 TRANS-RXN-151
RXN0-5224 BIOTIN-CARBOXYL-RXN
RXN0-5224 PROPIONYL-COA-CARBOXY-RXN
RXN0-5224 CARBPSYN-RXN
RXN0-5224 ACETYL-COA-CARBOXYLTRANSFER-RXN
RXN0-5224 RXN-13202
RXN0-5224 PEPCARBOX-RXN
RXN0-5224 R524-RXN
RXN0-5224 RXN0-742
RXN-12071 RXN-12073
RXN-12072 RXN-12071
RXN-12073 RXN-12070
RXN0-5229 GALACTUROISOM-RXN
RXN0-5229 ALTRO-OXIDOREDUCT-RXN
RXN0-5228 RXN0-6981
RXN-12070 TRANS-RXN-106
RXN-12070 FUMHYDR-RXN
RXN-12070 SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
RXN-12070 ARGSUCCINLYA-RXN
RXN-12070 R601-RXN
RXN-12070 ASPARTASE-RXN
RXN-12070 RXN-7282
RXN-12070 RXN0-5245
RXN-12070 TRANS-RXN-121B
RXN-12070 RXN-9772
MALATE-DEHYDROGENASE-ACCEPTOR-RXN MALATE-DEH-RXN
MALATE-DEHYDROGENASE-ACCEPTOR-RXN PEPCARBOXYKIN-RXN
MALATE-DEHYDROGENASE-ACCEPTOR-RXN CITSYN-RXN
MALATE-DEHYDROGENASE-ACCEPTOR-RXN 2-METHYLCITRATE-SYNTHASE-RXN
MALATE-DEHYDROGENASE-ACCEPTOR-RXN NQOR-RXN
MALATE-DEHYDROGENASE-ACCEPTOR-RXN LTARTDEHYDRA-RXN
MALATE-DEHYDROGENASE-ACCEPTOR-RXN PEPCARBOX-RXN
MALATE-DEHYDROGENASE-ACCEPTOR-RXN ASPAMINOTRANS-RXN
MALATE-DEHYDROGENASE-ACCEPTOR-RXN D--TARTRATE-DEHYDRATASE-RXN
MALATE-DEHYDROGENASE-ACCEPTOR-RXN MALOX-RXN
MALATE-DEHYDROGENASE-ACCEPTOR-RXN PYROXALTRANSAM-RXN
MALATE-DEHYDROGENASE-ACCEPTOR-RXN OXALOACETATE-TAUTOMERASE-RXN
6-PHOSPHO-BETA-GLUCOSIDASE-RXN GLU6PDEHYDROG-RXN
6-PHOSPHO-BETA-GLUCOSIDASE-RXN ALDOSE-1-EPIMERASE-RXN
6-PHOSPHO-BETA-GLUCOSIDASE-RXN RXN-12402
6-PHOSPHO-BETA-GLUCOSIDASE-RXN GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN
6-PHOSPHO-BETA-GLUCOSIDASE-RXN GLUCDEHYDROG-RXN
6-PHOSPHO-BETA-GLUCOSIDASE-RXN RXN0-963
6-PHOSPHO-BETA-GLUCOSIDASE-RXN 3.2.1.21-RXN
6-PHOSPHO-BETA-GLUCOSIDASE-RXN PGLUCISOM-RXN
6-PHOSPHO-BETA-GLUCOSIDASE-RXN TRANS-RXN-33
6-PHOSPHO-BETA-GLUCOSIDASE-RXN GLUCOKIN-RXN
6-PHOSPHO-BETA-GLUCOSIDASE-RXN MALTODEG-RXN
6-PHOSPHO-BETA-GLUCOSIDASE-RXN UHPC-RXN
6-PHOSPHO-BETA-GLUCOSIDASE-RXN RXN0-6372
6-PHOSPHO-BETA-GLUCOSIDASE-RXN RXN0-6373
6-PHOSPHO-BETA-GLUCOSIDASE-RXN AMYLOMALT-RXN
6-PHOSPHO-BETA-GLUCOSIDASE-RXN TRANS-RXN-157
6-PHOSPHO-BETA-GLUCOSIDASE-RXN BETA-PHOSPHOGLUCOMUTASE-RXN
6-PHOSPHO-BETA-GLUCOSIDASE-RXN RXN0-6418
RXN0-5210 2.7.4.22-RXN
RXN0-5210 UDPKIN-RXN
RXN0-5210 UDPREDUCT-RXN
RXN0-5210 NACGLCTRANS-RXN
RXN0-5210 UDPMANACATRANS-RXN
RXN0-5210 2.4.1.56-RXN
RXN0-5210 GALPMUT-RXN
RXN0-5210 RXN-12197
RXN0-5210 RXN0-5413
RXN0-5210 RXN0-722
RXN0-5210 2.4.1.58-RXN
RXN0-5214 RXN0-705
RXN0-5213 GLYOXIII-RXN
RXN0-5213 RXN-8636
RXN0-5213 RXN0-4281
RXN0-5213 RXN-8632
RXN0-5213 GLYOXI-RXN
RXN0-5216 PHOSMANMUT-RXN
RXN0-5216 RXN0-5289
RXN0-5216 TRANS-RXN0-502
RXN0-5216 GLY3KIN-RXN
RXN0-5216 GKI-RXN
RXN0-5216 RXN0-300
RXN0-5216 MANNPISOM-RXN
RXN0-5216 MANNKIN-RXN
RXN0-5217 METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN
RXN0-5219 RXN0-6678
RXN0-5219 TRANS-RXN0-206
RXN0-5219 RXN0-6684
XYLISOM-RXN XYLULOKIN-RXN
RXN0-4581 DIACYLGLYKIN-RXN
RXN0-4581 RXN0-5057
RXN0-4581 LAUROYLACYLTRAN-RXN
RXN0-4581 ACYLGPEACYLTRANS-RXN
RXN0-4581 KDOTRANS2-RXN
RXN0-4581 RXN0-6952
RXN0-4581 RXN0-6725
RXN0-4581 PGLYCEROLTRANSI-RXN
RXN0-4581 PALMITOTRANS-RXN
UDPKIN-RXN GLUC1PURIDYLTRANS-RXN
UDPKIN-RXN RXN0-801
UDPKIN-RXN RXN0-724
UDPKIN-RXN URITRANS-RXN
UDPKIN-RXN CTPSYN-RXN
UDPKIN-RXN NAG1P-URIDYLTRANS-RXN
PGLUCONDEHYDRAT-RXN KDPGALDOL-RXN
PABASYN-RXN RXN0-6976
PABASYN-RXN ADCLY-RXN
PABASYN-RXN ABC-12-RXN
PABASYN-RXN GLUTAMIDOTRANS-RXN
PABASYN-RXN RXN0-6983
PABASYN-RXN CARBPSYN-RXN
PABASYN-RXN ISOCHORSYN-RXN
PABASYN-RXN L-GLN-FRUCT-6-P-AMINOTRANS-RXN
PABASYN-RXN CHORISMATEMUT-RXN
PABASYN-RXN PRPPAMIDOTRANS-RXN
PABASYN-RXN ANTHRANSYN-RXN
PABASYN-RXN FGAMSYN-RXN
PABASYN-RXN CHORPYRLY-RXN
PABASYN-RXN GLUTAMINE--TRNA-LIGASE-RXN
PABASYN-RXN ASNSYNB-RXN
PABASYN-RXN GMP-SYN-GLUT-RXN
PABASYN-RXN CTPSYN-RXN
AMP-DEPHOSPHORYLATION-RXN TRANS-RXN-108A
AMP-DEPHOSPHORYLATION-RXN ADENPHOSPHOR-RXN
AMP-DEPHOSPHORYLATION-RXN ADENODEAMIN-RXN
AMP-DEPHOSPHORYLATION-RXN ADENOSINE-NUCLEOSIDASE-RXN
H2PTERIDINEPYROPHOSPHOKIN-RXN H2PTEROATESYNTH-RXN
KDPGALDOL-RXN F16ALDOLASE-RXN
KDPGALDOL-RXN 2TRANSKETO-RXN
KDPGALDOL-RXN TRIOSEPISOMERIZATION-RXN
KDPGALDOL-RXN 1TRANSKETO-RXN
KDPGALDOL-RXN RXN0-313
KDPGALDOL-RXN TRANSALDOL-RXN
KDPGALDOL-RXN DXS-RXN
KDPGALDOL-RXN RXN0-2381
KDPGALDOL-RXN GAPOXNPHOSPHN-RXN
KDPGALDOL-RXN DEHYDDEOXPHOSGALACT-ALDOL-RXN
KDPGALDOL-RXN TAGAALDOL-RXN
KDPGALDOL-RXN DEOXYRIBOSE-P-ALD-RXN
4.2.1.61-RXN RXN-9663
ARGININE-N-SUCCINYLTRANSFERASE-RXN SUCCARGDIHYDRO-RXN
GDPMANMANHYDRO-RXN MANNOSE-ISOMERASE-RXN
GDPMANMANHYDRO-RXN GDPPYPHOSKIN-RXN
GDPMANMANHYDRO-RXN TRANS-RXN-165
GDPMANMANHYDRO-RXN RXN0-748
GDPMANMANHYDRO-RXN GDPKIN-RXN
GDPMANMANHYDRO-RXN GUANYL-KIN-RXN
GDPMANMANHYDRO-RXN GUANOSINE-DIPHOSPHATASE-RXN
GDPMANMANHYDRO-RXN GDPREDUCT-RXN
GDPMANMANHYDRO-RXN MANNKIN-RXN
ALPHAGALACTOSID-RXN GALACTOKIN-RXN
ALPHAGALACTOSID-RXN ALDOSE1EPIM-RXN
ALPHAGALACTOSID-RXN ALDOSE-1-EPIMERASE-RXN
ALPHAGALACTOSID-RXN RXN-12402
ALPHAGALACTOSID-RXN GLUCDEHYDROG-RXN
ALPHAGALACTOSID-RXN 3.2.1.21-RXN
ALPHAGALACTOSID-RXN GLUCOKIN-RXN
ALPHAGALACTOSID-RXN MALTODEG-RXN
ALPHAGALACTOSID-RXN RXN0-6372
ALPHAGALACTOSID-RXN RXN0-6373
ALPHAGALACTOSID-RXN AMYLOMALT-RXN
ALPHAGALACTOSID-RXN TRANS-RXN-157
ALPHAGALACTOSID-RXN RXN0-6418
NADH-DEHYDROG-A-RXN SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
NADH-DEHYDROG-A-RXN RXN0-5268
NADH-DEHYDROG-A-RXN GLUCDEHYDROG-RXN
NADH-DEHYDROG-A-RXN RXN0-5244
NADH-DEHYDROG-A-RXN RXN0-5258
NADH-DEHYDROG-A-RXN TRANS-RXN0-237
NADH-DEHYDROG-A-RXN RXN0-6369
NADH-DEHYDROG-A-RXN RXN0-5266
NADH-DEHYDROG-A-RXN RXN0-6373
NADH-DEHYDROG-A-RXN RXN-12352
NADH-DEHYDROG-A-RXN RXN-11496
NADH-DEHYDROG-A-RXN RXN0-5330
NADH-DEHYDROG-A-RXN RXN0-6491
TETRAACYLDISACC4KIN-RXN KDOTRANS-RXN
ATOC-RXN RXN0-6502
ALARACECAT-RXN RXN0-6980
ALARACECAT-RXN RXN0-6981
ALARACECAT-RXN RXN0-279
ALARACECAT-RXN 3.4.13.22-RXN
ALARACECAT-RXN RXN0-6985
ALARACECAT-RXN SELENOCYSTEINE-LYASE-RXN
ALARACECAT-RXN RXN0-5230
ALARACECAT-RXN RXN0-5202
ALARACECAT-RXN RXN0-5227
ALARACECAT-RXN RXN-11362
ALARACECAT-RXN RXN0-5240
ALARACECAT-RXN RXN0-6684
ALARACECAT-RXN 3.4.16.4-RXN
ALARACECAT-RXN ALANINE--TRNA-LIGASE-RXN
ALARACECAT-RXN RXN-11484
ALARACECAT-RXN TRANS-RXN-62A
ALARACECAT-RXN RXN0-6975
ALARACECAT-RXN RXN0-6976
ALARACECAT-RXN DALADEHYDROG-RXN
ALARACECAT-RXN RXN0-6979
ALARACECAT-RXN RXN0-6977
ALARACECAT-RXN RXN0-6978
ALARACECAT-RXN VALINE-PYRUVATE-AMINOTRANSFER-RXN
ALARACECAT-RXN TRANS-RXN-125
ALARACECAT-RXN RXN-12588
ALARACECAT-RXN THIFIS-RXN
ALARACECAT-RXN 7KAPSYN-RXN
ALARACECAT-RXN DALADALALIG-RXN
ALARACECAT-RXN TRANS-RXN0-469
ALARACECAT-RXN UDP-NACMUR-ALA-LIG-RXN
3.4.11.18-RXN 3.4.23.43-RXN
3.4.11.18-RXN RXN0-3201
3.4.11.18-RXN RXN0-6985
3.4.11.18-RXN PYRIMSYN1-RXN
3.4.11.18-RXN 3.4.11.1-RXN
3.4.11.18-RXN 3.4.21.92-RXN
3.4.11.18-RXN HOMOCYSMETB12-RXN
3.4.11.18-RXN RXN0-5052
3.4.11.18-RXN RXN0-5051
3.4.11.18-RXN METHIONINE--TRNA-LIGASE-RXN
3.4.11.18-RXN R15-RXN
3.4.11.18-RXN RXN0-5204
3.4.11.18-RXN 3.4.21.53-RXN
3.4.11.18-RXN MMUM-RXN
3.4.11.18-RXN 3.4.24.55-RXN
3.4.11.18-RXN RXN0-6948
3.4.11.18-RXN RXN0-3221
3.4.11.18-RXN RXN0-4522
3.4.11.18-RXN RXN0-6974
3.4.11.18-RXN 3.5.1.28-RXN
3.4.11.18-RXN RNTRACTIV-RXN
3.4.11.18-RXN RXN0-5063
3.4.11.18-RXN RXN0-5103
3.4.11.18-RXN 3.4.21.87-RXN
3.4.11.18-RXN RXN0-3261
3.4.11.18-RXN RXN0-6721
3.4.11.18-RXN HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN
3.4.11.18-RXN GAMMA-GLUTAMYLTRANSFERASE-RXN
3.4.11.18-RXN 3.4.24.70-RXN
3.4.11.18-RXN 3.4.21.102-RXN
3.4.11.18-RXN ABC-22-RXN
3.4.11.18-RXN 3.4.21.83-RXN
3.4.11.18-RXN 3.4.11.9-RXN
3.4.11.18-RXN 3.4.15.5-RXN
PHOSPHASERDECARB-RXN ACYLGPEACYLTRANS-RXN
PHOSPHASERDECARB-RXN RXN0-6952
PHOSPHASERDECARB-RXN RXN0-6725
PHOSPHASERDECARB-RXN RXN0-4581
DCUS-RXN RXN0-6459
3.4.21.87-RXN 3.4.23.43-RXN
3.4.21.87-RXN RXN0-3201
3.4.21.87-RXN 3.5.1.28-RXN
3.4.21.87-RXN RXN0-5194
3.4.21.87-RXN 3.4.11.1-RXN
3.4.21.87-RXN 3.4.21.92-RXN
3.4.21.87-RXN RXN0-6366
3.4.21.87-RXN RXN0-5103
3.4.21.87-RXN RXN0-3261
3.4.21.87-RXN LEUCYLTRANSFERASE-RXN
3.4.21.87-RXN RXN0-5052
3.4.21.87-RXN RXN0-5051
3.4.21.87-RXN RXN0-5204
3.4.21.87-RXN GAMMA-GLUTAMYLTRANSFERASE-RXN
3.4.21.87-RXN 3.4.24.70-RXN
3.4.21.87-RXN 3.4.21.53-RXN
3.4.21.87-RXN PROTEIN-KINASE-RXN
3.4.21.87-RXN 3.4.21.102-RXN
3.4.21.87-RXN 3.4.24.55-RXN
3.4.21.87-RXN ABC-22-RXN
3.4.21.87-RXN 3.4.21.83-RXN
3.4.21.87-RXN 3.4.11.9-RXN
3.4.21.87-RXN 3.4.15.5-RXN
3.4.21.87-RXN RXN0-3221
3.4.21.87-RXN 3.1.3.16-RXN
ABC-22-RXN 3.4.23.43-RXN
ABC-22-RXN RXN0-3201
ABC-22-RXN 3.5.1.28-RXN
ABC-22-RXN 3.4.11.1-RXN
ABC-22-RXN 3.4.21.92-RXN
ABC-22-RXN RXN0-5103
ABC-22-RXN 3.4.21.87-RXN
ABC-22-RXN RXN0-3261
ABC-22-RXN RXN0-5052
ABC-22-RXN RXN0-5051
ABC-22-RXN RXN0-5204
ABC-22-RXN GAMMA-GLUTAMYLTRANSFERASE-RXN
ABC-22-RXN 3.4.24.70-RXN
ABC-22-RXN 3.4.21.53-RXN
ABC-22-RXN 3.4.24.55-RXN
ABC-22-RXN 3.4.21.102-RXN
ABC-22-RXN 3.4.21.83-RXN
ABC-22-RXN 3.4.11.9-RXN
ABC-22-RXN 3.4.15.5-RXN
ABC-22-RXN RXN0-3221
RXN-11832 RIBONUCLEOSIDE-DIP-REDUCTII-RXN
RXN-11832 CDPREDUCT-RXN
RXN-11832 RXN0-5128
RXN-11832 CDPKIN-RXN
RXN-11832 PHOSPHAGLYPSYN-RXN
RXN-11832 PHOSPHASERSYN-RXN
RXN-11832 KDOTRANS2-RXN
RXN-11832 CDPDIGLYPYPHOSPHA-RXN
RXN-11832 RXN0-383
RXN-11832 KDOTRANS-RXN
RXN-11832 RXN-12198
RXN-11831 DCDPKIN-RXN
RXN-11831 RXN0-5292
ASPARTASE-RXN ARGSUCCINSYN-RXN
ASPARTASE-RXN 3.4.13.21-RXN
ASPARTASE-RXN FUMHYDR-RXN
ASPARTASE-RXN ASPDECARBOX-RXN
ASPARTASE-RXN SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
ASPARTASE-RXN RXN0-6987
ASPARTASE-RXN ASPAMINOTRANS-RXN
ASPARTASE-RXN ASPARTATEKIN-RXN
ASPARTASE-RXN TRANS-RXN0-222
ASPARTASE-RXN PYROXALTRANSAM-RXN
ASPARTASE-RXN TRANS-RXN-106A
ASPARTASE-RXN SAICARSYN-RXN
ASPARTASE-RXN TRANS-RXN-121B
ASPARTASE-RXN RXN0-6975
ASPARTASE-RXN RXN0-5245
ASPARTASE-RXN L-ASPARTATE-OXID-RXN
ASPARTASE-RXN ASPCARBTRANS-RXN
ASPARTASE-RXN ASNSYNA-RXN
ASPARTASE-RXN TRANS-RXN-106
ASPARTASE-RXN ARGSUCCINLYA-RXN
ASPARTASE-RXN R601-RXN
ASPARTASE-RXN ASPARTATE--TRNA-LIGASE-RXN
ASPARTASE-RXN TRANS-RXN-122A
ASPARTASE-RXN ADENYLOSUCCINATE-SYNTHASE-RXN
ASPARTASE-RXN ASNSYNB-RXN
ASPARTASE-RXN RXN-9772
GLURS-RXN GLUTRNAREDUCT-RXN
GLUTAMIDOTRANS-RXN AICARTRANSFORM-RXN
GLUTAMIDOTRANS-RXN IMIDPHOSDEHYD-RXN
NICOTINATEPRIBOSYLTRANS-RXN DMBPPRIBOSYLTRANS-RXN
NICOTINATEPRIBOSYLTRANS-RXN NICONUCADENYLYLTRAN-RXN
DIHYDROPICRED-RXN TETHYDPICSUCC-RXN
DIHYDROPICRED-RXN RXN0-3922
DIHYDROPICRED-RXN RXN-7967
DIHYDROPICRED-RXN RXN-2962
DIHYDROPICRED-RXN RXN-4821
DIHYDROPICRED-RXN 1.1.1.264-RXN
DIHYDROPICRED-RXN NQOR-RXN
DIHYDROPICRED-RXN R165-RXN
DIHYDROPICRED-RXN FMNREDUCT-RXN
DIHYDROPICRED-RXN GLUCONATE-5-DEHYDROGENASE-RXN
DIHYDROPICRED-RXN 6PGLUCONDEHYDROG-RXN
DIHYDROPICRED-RXN RXN-12445
DIHYDROPICRED-RXN 1.5.1.34-RXN
CYTDEAM-RXN TRANS-RXN-132
CYTDEAM-RXN URACIL-PRIBOSYLTRANS-RXN
CYTDEAM-RXN URPHOS-RXN
CYTDEAM-RXN RXN0-5398
CYTDEAM-RXN URA-PHOSPH-RXN
CYTDEAM-RXN DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN
CYTDEAM-RXN RXN0-5332
CYTDEAM-RXN RXN0-6444
CYTDEAM-RXN RXN0-2584
PROPIONYL-COA-CARBOXY-RXN METHYLMALONYL-COA-EPIM-RXN
FMNREDUCT-RXN RXN-13418
FMNREDUCT-RXN RXN-7968
FMNREDUCT-RXN RXN-7967
FMNREDUCT-RXN RXN-12886
FMNREDUCT-RXN RXN0-6377
FMNREDUCT-RXN DIHYDROPICRED-RXN
FMNREDUCT-RXN RXN-12105
FMNREDUCT-RXN RXN-12106
FMNREDUCT-RXN 1.1.1.264-RXN
FMNREDUCT-RXN ISPH2-RXN
FMNREDUCT-RXN GLUCONATE-5-DEHYDROGENASE-RXN
FMNREDUCT-RXN HOMOSERDEHYDROG-RXN
FMNREDUCT-RXN RXN0-5187
FMNREDUCT-RXN R621-RXN
FMNREDUCT-RXN FAD-RED-RXN
FMNREDUCT-RXN RXN0-6973
FMNREDUCT-RXN FADSYN-RXN
FMNREDUCT-RXN RXN0-3381
FMNREDUCT-RXN RXN0-3922
